title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Asian Garlic Noodles (Quick and Easy),"Super easy and garlicky noodles that I love making with wonton noodles. Of course any kind of pasta would work with this too. An excellent dish to eat on its own, but great when paired with simple seafoods too.",https://www.hungryhuy.com/garlic-noodles-recipe/,10m,20m,30m,4 servings,"[One Noodle Selection] 16 oz fresh wonton noodles or ,16 oz homemade pasta my recipe! or ,8 oz dried fettuccine / spaghetti / angel hair | [Sauce] 3 1/3 tbsp light brown sugar ,3 1/3 tbsp oyster sauce ,3 1/3 tsp light soy sauce ,1 1/4 tsp sesame oil ,1 2/3 tsp salt to taste | [Aromatics] 5 1/3 tbsp salted butter ,1 bunch green onions / scallions (up to 50% more is ok) thinly sliced ,21 cloves garlic pressed or minced","[Instructions] 1) Boil noodles according to package instructions, until desired doneness is reached (we will not cook it more later), drain, then set aside. Prepare the below steps while the water boils though! | 2) Add all sauce ingredients into a medium prep bowl and mix to combine | 3) Slice scallions thinly and mince garlic or use a garlic press. | 4) Melt butter in a large pan (brown it a little if desired) over medium-high heat, then add 75% of your green onions, and all of the garlic. Saute until fragrant and garlic is slightly browned. | 5) Lower heat to medium, add sauce ingredients and stir to combine. Add noodles, mix to coat and warm up slightly. Taste, and add a few extra pinches of salt to taste if needed. | 6) Garnish served plates with the remaining raw, sliced green onion and eat!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/garlic-noodle-recipe-completed.jpg,Dinner,Asian,"garlic, noodles, pasta",346 kcal,5.0,19.0,35.0
Miến Gà - Vietnamese Chicken Soup w/ Glass Noodles,"A comforting Vietnamese chicken soup with clear glass (mung bean) noodles. Originally from northern Vietnam but now found throughout, and available in restaurants in the US too.",https://www.hungryhuy.com/mien-ga/,8m,40m,48m,5 medium bowls,"[Ingredients] 2 lb organic, free range chicken leg and thigh (or any cuts you prefer) ,1 tbsp salt for cleaning ,tap water for cleaning | [Noodles] ~12.5 oz glass noodles (dry weight) aka cellophane noodles, mung bean noodles, bean thread. Each bowl needs about 2.5 oz dry weight. ,filtered water | [Soup Broth (scale seasoning as needed proportional to water)] 8 c filtered water ,3 tsp salt ,3 tsp sugar ,.5 tsp monosodium glutamate / MSG | [Garnish] 1 bunch cilantro roughly chopped ,1 bunch green onions roughly chopped ,.25 red onion sliced paper thin optional ,5 tbsp deep fried shallots optional","[Instructions] 1) Clean the chicken. Bring a pot of tap water and 1 tbsp salt to a boil, using enough to cover all the chicken you're using. Once it hits a boil, add the chicken for about 2-3 minutes. Discard the water and scrub the chicken under running water in the sink with your hands. | 2) Fill the pot with enough filtered water to cover the chicken and turn the heat to high. Add salt, sugar and MSG to the pot proportional to how much water you used and of course, adjust to your taste. Once the water hits a boil, turn the heat down so its just high enough to maintain a low boil. It's done when the chicken when cut, is no longer pink inside. About 30 minutes. | 3) Soak enough glass noodles for five bowls, in warm filtered water Approximately 10 minutes. You can use hot water to soak, and it will cook faster, but you have to monitor it more closely for the doneness you'd like. I like them slightly chewy / al dente, but some folks like them super soft. Rinse and drain once done. | 4) Wash your cilantro and green onion, roughly chop into 1/3"" long pieces and add to a garnish bowl. Thinly slice red onion if you're using it and add to a separate bowl. | 5) Once the chicken is fully cooked, remove it from the broth and either rinse it or cover with plastic wrap in a bowl to prevent it from discoloring. Once it cools you can shred or chop it. | 6) Assemble your bowls in this order: noodles, chicken, boiling hot broth, and top with garnish.",https://www.hungryhuy.com/wp-content/uploads/vietnamese-chicken-glass-noodle-soup2.jpg,Dinner,Vietnamese,"chicken, noodle soup",457 kcal,5.0,8.0,17.0
Pork Belly Recipe for Bánh Mì (Vietnamese Sandwiches),A pretty simple pork belly recipe for making your banh mi / Vietnamese sandwiches at home!,https://www.hungryhuy.com/pork-belly-recipe-for-banh-mi/,5m,90m,95m,6 servings,"[Ingredients] 2 pounds belly ,1/2 packet Chinese barbecue seasoning I used this kind from Noh ,1 medium yellow onion quartered ,2 teaspoon salt ,2 teaspoon onion powder ,1 tablespoon soy sauce for color","[Instructions] 1) Combine salt, onion powder, soy sauce, and packet seasoning into a medium bowl and mix. | 2) Add belly to the bowl, evenly distribute seasoning, then marinate for 1-24 hours, covered. Longer will be better. | 3) Remove belly from the bowl, roll the belly up and tie so it holds a shape while cooking. | 4) Using a pot only slightly bigger than the pork bellies, add the rolled pork bellies to the pot then fill with water to reach 2/3 up the larger belly and bring to a boil. | 5) Lower the heat to maintain a medium boil, and rotate the pork 90 degrees every 15 minutes. | 6) The pork is ready when the skin is soft and easily pierced by a chopstick, but the meat inside remains firm, about 90 minutes of boiling total depending on heat level. Remove from the water to cool, then remove twine and slice.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/1-pork-belly-1.jpg,Side Dish,Vietnamese,"banh mi, pork belly, sandwich",801 kcal,5.0,3.0,17.0
"Chè Chuối - Vietnamese Banana, Coconut and Tapioca Dessert","An easy to make Vietnamese chè with banana, coconut, and tapioca. Excellent served warm with ground peanuts and sesame sprinkled on top!",https://www.hungryhuy.com/vietnamese-banana-coconut-tapioca-dessert-che-chuoi/,5m,40m,45m,5 servings,"[Ingredients] 3 tbsp small tapioca balls ,warm water ,1 lb ripe Vietnamese bananas or plantains ,4 oz sugar ,2 c filtered water ,4 pandan leaves or a few drops of pandan flavoring as last resort ,1/2 can coconut cream Savoy brand ,1/4 tsp salt | [Topping] 2 tbsp crushed roasted peanuts ,2 tbsp crushed roasted sesame seeds ,1/2 tsp salt","[Instructions] 1) Soak the 3 tbsp small tapioca balls in warm water for about 20 minutes, then drain. | 2) Peel and cut 1 lb ripe Vietnamese bananas into 1/3"" slices then marinate it in 4 oz sugar to sweeten. Make sure all sides of the bananas are coated evenly in sugar, then cover and refrigerate for 30 minutes to 2 days. The longer you can marinate, the better. | 3) Bring 2 c filtered water to a boil with about 4 pandan leaves . You can tie them into knots so they stay submerged in water. Once boiling turn the heat down to medium, and simmer for about 20 minutes to extract the pandan flavor. | 4) Add the remaining ingredients into the pot ( 1 lb ripe Vietnamese bananas , 1/2 can coconut cream , soaked and drained 3 tbsp small tapioca balls , 1/4 tsp salt ), simmer on medium for about 15-20 minutes more until bananas soften but are not overly mushy. | 5) You can serve warm or refrigerate and serve cool too. Combine 2 tbsp crushed roasted peanuts , 2 tbsp crushed roasted sesame seeds , 1/2 tsp salt and sprinkle a bit on top of each individual serving.",https://www.hungryhuy.com/wp-content/uploads/che-chuoi-viet-banana-coconut-pudding-1.jpg,Dessert,Vietnamese,vietnamese dessert,360 kcal,5.0,6.0,21.0
Vietnamese Mango Salad w/ Shrimp (Gỏi Xoài),"Vietnamese mango salad (gỏi xoài) features sour-ish green mangoes, shrimp, accented with mint, Thai basil and cilantro. It's a mouth-watering combination of sweet, sour, salty with lots of contrasts in texture.",https://www.hungryhuy.com/vietnamese-green-mango-salad-with-shrimp-goi-xoai/,30m,30m,30m,4 servings,"[Ingredients] 1 large unripened mango about 1.5 pounds with the seed, julienned ,1 carrot mainly for color, julienned ,1 cup daikon julienned ,1 cucumber seeded and julienned ,1/2 lb medium shrimp 31/35 or 36/40 size ,red onion raw and thinly sliced (optional) | [Herbs & Garnish (all optional)] shrimp chips ,deep fried shallots ,roasted peanuts crushed ,mint thai basil, cilantro, stems removed and roughly chopped | [Dressing] 1/3 c sugar ,1/3 c fish sauce ,1/3 c lime juice ,1/2 c water ,sliced Thai chiles","[Prepare the mango and veggies] 1) Peel mangoes and veggies. | 2) Remove seeds from cucumber and mango, then julienne everything. | [Make a quick pickle] 1) If you don't already have Vietnamese carrot & daikon pickles ready, make a quick pickle. Mix equal parts water, vinegar, and sugar in a large bowl, enough to cover the veggies. | 2) Add carrots and daikon to the bowl for 40 minutes. | 3) Add cucumbers to the bowl for the last 20 minutes. Drain when ready to mix the salad. | [Prepare the shrimp] 1) Defrost frozen shrimp in water, dry, then devein the shrimp . | 2) Bring a pot of water with 1 tsp salt to a boil on high heat. | 3) Add shrimp until they turn slightly pink, then drain and put over ice to prevent it from cooking further. Remove shrimp shells and tails. | [Toss & garnish] 1) Mix ingredients for the salad dressing. | 2) Mix all ingredients, add dressing to taste, and serve and enjoy immediately.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/4-assembled-mango-salad-1.jpg,Appetizer,Vietnamese,"Mango salad, Vietnamese mango salad, Vietnamese salad",1084 kcal,5.0,13.0,27.0
Vietnamese Pork Chops (Sườn Nướng),A recipe I had at mom's restaurant as a kid all the time. This is a quintessential Vietnamese rice dish with flavor-packed grilled pork. Easy to make even in batches and a crowd favorite!,https://www.hungryhuy.com/vietnamese-pork-chops/,190m,15m,205m,6 chops,"[Ingredients] 2 lb pork chops about 6 chops ,kosher salt for scrubbing | [Marinade] 3 Tbsp sugar ,2 Tbsp soy sauce ,2 Tbsp fish sauce ,1/2 tsp monosodium glutamate (MSG) ,4 Tbsp neutral cooking oil | [Aromatics] 6 Tbsp minced lemongrass ,2 Tbsp minced garlic (about 6 cloves) ,2 Tbsp minced shallots | [Veggies & Garnish] white rice ,1 sliced tomato ,1 sliced Persian cucumber ,6 leaves green leaf lettuce ,3 Tbsp scallion & oil (mỡ hành) ,3 Tbsp dipping fish sauce (nước chấm)","[Instructions] 1) Rinse 2 lb pork chops under running water and lightly scrub with some kosher salt . Pat dry with paper towels. | 2) Combine all Marinade ingredients in a medium mixing bowl: 3 Tbsp sugar , 2 Tbsp soy sauce , 2 Tbsp fish sauce , 1/2 tsp monosodium glutamate (MSG) , 4 Tbsp neutral cooking oil . Stir to combine until sugar and MSG are fully dissolved. | 3) Then add the Aromatics to the bowl: 6 Tbsp minced lemongrass , 2 Tbsp minced garlic (about 6 cloves) , 2 Tbsp minced shallots . | 4) Marinade the pork chops in a bowl or bag in the fridge for at least 3 hours, but ideally overnight. | 5) Before cooking, remove pork chops from the fridge for about an hour. Remove chops from the marinade and discard the extra liquid–you can keep the aromatics on that stick to the chops though. | [Cooking] 1) Grill on a BBQ, giving at least 1-2 inches spacing between each chop. Sear on high heat for browning or grill marks for a few minutes, then lower to medium heat and cook on both sides, flipping often until cooked all the way through. When done, the pork should read at least 145 °F using an instant read thermometer at the thickest part of the cut. | 2) Pan fry: 1-2 chops at a time on medium to medium high heat without crowding the pan. When done, the pork should read at least 145 °F using an instant read thermometer at the thickest part of the cut. | 3) In the oven: Bake at 375 °F for 15-20 minutes until the internal temperature of the meat hits around 135 °F. Lower the rack and broil, flipping a few times during broiling, to get nice coloring on both sides. Again, the pork is done when the internal temp reaches 145 °F. | 4) Serve with white rice and all the Veggies & Garnish.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/suon-nuong-recipe-card.jpg,"Dinner, Lunch",Vietnamese,"bbq, grilled, pork, pork chops, rice",373 kcal,5.0,77.0,132.0
Wonton Soup,Surprisingly simple and satisfying wonton soup recipe for a quick and easy dinner. Even easier to make if you have helping hands to wrap the wontons.,https://www.hungryhuy.com/wonton-soup-recipe/,35m,15m,50m,45 dumplings,"[Ingredients] 60 pieces wonton wrappers | [Wonton filling] 1/2 lb ground pork 20% fat (substitute 1/3 of the pork with shrimp if you’d like) ,1 tbsp yellow onion chopped ,1/2 tbsp oyster sauce ,1/2 tbsp sesame oil ,1/2 tsp salt ,1/2 tsp sugar ,1/4 tsp white pepper ,1/2 tsp flour optional for binding, if using <20% fat pork | [Broth] 1/2 tbsp neutral cooking oil ,1/2 yellow onion diced (or 1 bunch scallion, thinly sliced) ,1/2 tbsp sliced ginger optional ,4 cups chicken broth low sodium ,1/2 tbsp soy sauce as needed, to taste ,1/2 lb baby bok choy or other veggies | [Garnish] 1 bunch green onions thinly sliced ,1/4 tsp sesame oil optional (add very slowly, to taste)","[Wontons] 1) Add all wonton filing ingredients into food processor and lightly pulse until combined, but not too pasty. Ground pork from the store is usually too coarse for my liking. | 2) If your fat content is too low and you need the filling to bind together more, add a bit of flour and mix together. | 3) Wrap wontons with desired amount of filling. I like them on the smaller side, so it uses more wrappers. Dip your finger into a bowl of water to slightly wet the wonton edges and seal, removing as much air as you can before folding the wontons. See images and video above for technique. | [Cook wontons] 1) Fill a medium sized pot half way with water and bring to a boil on high heat. Boil wontons in batches so you don’t crowd the pot. | 2) Boil for 2-4 minutes if fresh, or 4-6 minutes if frozen. After 2 minutes, every 30 seconds or so, check the wrapper texture and check the filling for doneness. Pork is safe at 145F (you can use an instant-read thermometer), or when no longer pink. The ‘floating wonton’ is not a good indicator for me since these can already float the second you drop raw ones in. | [Make broth] 1) In a new medium pot, heat the pot on medium high. Once hot, add oil, ginger and onion. Saute until aromatic for about a minute. | 2) Add broth and soy sauce and bring to a boil on high heat. Add more soy sauce as needed to taste. Add baby bok choy during the last minute or so, to soften. | [Assemble bowls] 1) Add wontons, veggies, and broth into a bowl. Garnish with sliced green onion (I like a LOT actually), and a few drops of sesame oil per bowl (optional, to taste).",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/landscape-soup.jpg,Dinner,Chinese,"dumplings, soup",23 kcal,5.0,6.0,16.0
Bánh Xèo (Vietnamese Sizzling Pancakes / Crêpes),"Here's a time tested recipe from Mom herself! Nothing like the satisfying crunch of these sizzling crepes, wrapped in veggies and dipped in perfectly balanced fish sauce.",https://www.hungryhuy.com/banh-xeo-savory-vietnamese-crepes/,10m,40m,230m,12 crêpes,"[Batter] 255 g rice flour ,85 g all-purpose flour ,2-3 tsp turmeric ,28 fl oz filtered water ,14 fl oz coconut cream if unavailable, coconut milk ,1 tsp salt ,1 sprig green onions chopped about 1/2"" long | [Filling] 1/2 c dry mung beans ,1.5 lb pork belly ,1 lb shrimp size 45/50 or 60/70 ,1 medium yellow onion thinly sliced ,1.5 lb bean sprouts | [Vegetables] 1 head mustard greens caỉ xanh ,1 bunch mint ,1 bunch cilantro ,1 bunch Vietnamese perilla (tía tô) optional | [Other ingredients] Vietnamese prepared dipping sauce ,neutral oil for frying","[Prepare Batter] 1) Combine all batter ingredients except the scallions in a large bowl for at least 3 hours, or overnight: 255 g rice flour , 85 g all-purpose flour , 2-3 tsp turmeric , 28 fl oz filtered water , 14 fl oz coconut cream , 1 tsp salt . Add 1 sprig green onions to the batter only just before cooking the crêpes. | [Prepare Fillings] 1) Steam or soak 1/2 c dry mung beans in warm water until very soft. | 2) Boil 1.5 lb pork belly until cooked through and soft, then slice thinly. | 3) If frozen, defrost 1 lb shrimp . Remove heads, devein shrimp and cut shrimp down to bite size if desired. | 4) Wash and dry bean sprouts, herbs and veggies. | [Making Bánh Xèo – Each crêpe takes about 8-10 minutes] 1) On medium-high heat add 1-2 teaspoons of neutral oil and some onion. | 2) Immediately add a few pieces of pork and shrimp. Sauté, lightly mixing until very lightly browned and fragrant. | 3) Pour in some batter and quickly tilt & rotate the pan so the batter is evenly spread. Add more batter if it wasn't enough to cover the pan. There should only be a thin layer of batter that almost flakes off at the pan edges where it's thinner. If your batter doesn't do that and is too thick, add a few tbsp water to the batter and mix to thin it out. | 4) Lower the heat to medium. Add some mung beans, bean sprouts, and cover with a lid for about 3 minutes, or until bean sprouts are slightly cooked. The batter should also be slightly cooked and transparent around the edges. This step cooks the top side of the ingredients and batter while it steams since we won't be flipping the crepe. | 5) Remove the lid, lower heat to medium-low and wait for the crêpe to become crisp. This takes about 5-7 minutes. This step lets the ingredients fully cook through, including the batter. It also lets steam escape so the batter can crisp up. Brush on a little oil around the edges if you're not seeing or hearing enough batter to pan contact. Fold in half, transfer to a plate and serve immediately. For batter troubleshooting please see the troubleshooting section in the post above.",https://www.hungryhuy.com/wp-content/uploads/5-banh-xeo2.jpg,"Dinner, Lunch, Main Course",Vietnamese,"banh xeo, pork, shrimp, Vietnamese crepes",588 kcal,4.97,88.0,146.0
Stuffed Bitter Melon Soup (Canh Khổ Qua),"Vietnamese bitter melon stuffed with pork, mushroom, and mung bean noodles, simmered in a light and savory chicken broth makes a delicious combo and light soup!",https://www.hungryhuy.com/bitter-melon-soup-canh-kho-qua/,10m,25m,35m,4 servings,"[Ingredients] 4 bitter melons 5-6″ long or 3 bitter melons 8″ long | [Filling] 1 lb ground pork ,1 medium onion ~2/3 cup chopped ,1/2 cup hydrated wood ear mushrooms chopped (pictured on my egg roll recipe ) ,1 pack of dried mung bean noodles chopped. ~1 cup hydrated. (also pictured on my egg roll recipe ) ,2 teaspoon sugar ,1 teaspoon salt ,1 teaspoon pepper ,1/2 tablespoon fish sauce optional | [Broth] 3 cups broth ,4.5 cups water ,sugar and salt for seasoning the broth | [Garnish] cilantro chopped ,green onions chopped","[Instructions] 1) Soak bean threads in hot tap water and mushrooms in 40-second microwaved hot tap water until soft. About 10 minutes. Drain and rinse mushrooms well. | 2) Cut a slit along each bitter melon and remove the seeds with a spoon. Sometimes it just wont open properly so you’ll need to split the melon in half lengthwise and just add the filling. | 3) Bring the water and broth to a boil in a pot on high heat, but put aside about 1 cup for adjusting seasoning. | 4) Add the stuffed bitter melons | 5) Turn heat down to reach a low boil, simmer for 20-30 minutes until bitter melons are fork-tender. | 6) The water will have slightly evaporated and the stuffing released seasoning to the broth, so taste it then add salt and sugar to your liking if needed, or add more hot water to dilute it. | 7) Remove bitter melons and cut into 1.5-2″ long pieces. | 8) Garnish with cilantro and green onion, serve with broth.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/1-bitter-melon-soup-canh-kho-qua-1.jpg,"Appetizer, Soup",Vietnamese,"bitter, Bitter melon soup, pork, pork and shrimp dumplings",345 kcal,5.0,9.0,28.0
Boiled Peanuts,An easy yet delicious snack of boiled peanuts! Something commonly found at Vietnamese supermarkets.,https://www.hungryhuy.com/boiled-peanuts/,15m,15m,15m,4 servings,"[Ingredients] 2 pounds raw peanuts not the dehydrated type ,2 ounces of salt ,2 gallons of water","[Instructions] 1) Soak peanuts in water for 15 minutes to loosen dirt, rinse and drain | 2) Add peanuts and salt to boiling water | 3) Keep a low-medium boil for 1 hour, checking for doneness every 20-30 minutes. It should have some bite and be soft, but not mushy. It can take 1-4 hours depending on age of the peanuts.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/boiled-peanuts-3.jpg,"Appetizer, Snack","American, Vietnamese","boiled cabbage, peanuts",1293 kcal,5.0,5.0,17.0
Bún Bò Huế - Spicy Vietnamese Beef and Pork Noodle Soup,"A rich and flavorful Vietnamese soup that is absoultely loaded with aromatics, pork flavor and meat with a refreshing contrast of crisp and light veggies and a spritz of lemon.",https://www.hungryhuy.com/bun-bo-hue-recipe/,30m,180m,210m,8 bowls,"[Ingredients] 2 lb beef shank ,2 lb oxtail ,2 lb pork hocks ,1 lb Huế style pork sausage chả Huế, which has garlic and whole peppercorns ,1 lb block of pork blood | [Broth base & Seasoning] water I used an 8 quart pot, and added water to cover the meat. ,24 oz chicken broth ,12 stalks lemongrass leafy tops removed, roots smashed ,2 yellow onions, large halved, to be removed from the broth after fully cooked. ,3 tbsp salt ,2 tbsp sugar ,2 tbsp shrimp paste Lee Kum Kee brand ,3-4 tbsp fish sauce ,2 tsp MSG (monosodium glutamate) if not using oxtail, add 4 teaspoons | [Aromatics & Color] 3 tbsp anatto seeds ,3 tbsp neutral cooking oil ,2 tbsp shallot sliced ,2 tbsp garlic minced | [Herbs & Veg] mint ,basil ,bean sprouts ,birds eye chile or jalapeno ,lime sliced | [Banana Flower] 1 banana flower ,2 cups water ,1 lemon juiced | [Noodles] 14 oz package dried rice noodle medium or large thickness | [Saté (spicy chile condiment)] 20 g dried Thai chile crushed ,1/2 c neutral cooking oil ,80 g shallot or white onion minced ,40 g garlic minced ,30 g lemongrass minced ,2 tbsp Korean chile powder (gochugaru) ,1 tbsp fish sauce ,1 tbsp sugar ,2/3 tsp salt ,1/2 tsp MSG (monosodium glutamate)","[Broth] 1) Clean the meat: Add all meat to a stock pot and enough water to submerge it, bring to a boil. Drain and rinse thoroughly under running water. | 2) Add the meat, broth, lemongrass and onions to the pot and fill with water almost to the brim. Bring to a boil then drop the heat to medium-high to maintain a low boil. Add the seasoning. | 3) Let it simmer and periodically check the meats for doneness and remove them as they finish cooking. The pork should be done after about an hour, the beef can vary between 2-3 hours. | 4) After all the meat has removed, let it cool, then slice it. Adjust seasoning and add water to the broth pot if necessary. | 5) Make the aromatics & coloring then add it to the pot. | 6) Boil noodles according to package instructions. | 7) Assemble your bowl, and serve with herbs and veg on a side platter. | [Red Coloring & Aromatics] 1) Sauté seeds in oil on medium heat until the seeds give up the bright red color, then remove the seeds. | 2) Add shallots and garlic, sauté until brown. | 3) Add all of this to the pot of broth for color. | [Pork Blood (Huyet / Tiet)] 1) The easiest thing to do is just buy it already cooked and boil just to heat it up. If you use the raw type like we did for this recipe, cut into 1″ cubes and boil for 30-45 minutes | [Banana Flower] 1) Prepare a bowl of about 2 cups of water, mixed with the juice of 1 lemon. | 2) Thinly slice the banana flower and add to the water mixture to sit for about 30 minutes. | 3) Avoid adding little fronds (that look like mini bananas), removing them as you encounter them. They taste bitter! | [Saté (spicy chile condiment)] 1) Weigh out the dried Thai chiles, then soak in just enough warm water to cover the chiles for 20 minutes. Drain the water. | 2) Add all sate ingredients to a pan on medium heat and stir continuously to brown, cook, and slightly reduce the chile paste, about 30-40 minutes. If at any point it becomes too dry, you can add more oil, up to 50% of the amount we started with. Taste and reseason with sugar or salt as desired. See photo for how the final product should look. | 3) Let cool and transfer to a sealed jar stored in the fridge . You can add ~2 tbsp of the final product to the soup pot for a boost in flavor and color, or simply and let each person add to their bowl to make it as spicy as they'd like!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/bun-bo-hue-bowl.jpg,"Dinner, Lunch, Soup",Vietnamese,"blood, pork, rice noodles, soup, spicy",1276.7 kcal,4.96,47.0,89.0
Bún Nem Nướng - Vietnamese Grilled Pork Meatballs and Rice Noodles,"Savory, flavor-packed grilled pork meatballs over noodles, with a medley of aromatic herbs all married together with a balanced Vietnamese fish sauce. And it's easy to make!",https://www.hungryhuy.com/bun-nem-nuong-recipe-vietnamese-grilled-pork-meatballs/,15m,30m,105m,4 servings,"[Ingredients] 1 pound pork 20% fat ,1 pack dried rice noodles small or medium thickness | [Seasoning] 2 tablespoons sugar ,2 teaspoons potato starch ,1/4 teaspoon salt ,1.5 tsp single-acting Alsa baking powder about 1/2 the bag ,1 tablespoon + 1 tsp water ,1 tablespoon fish sauce ,1 tablespoon oil ,2 teaspoons chopped garlic finely chopped (or 1 teaspoon garlic powder) | [Vegetables] green or red leaf lettuce shredded ,mint – rau thơm ,Vietnamese perilla – tiá tô ,Vietnamese balm – kinh giới ,cucumbers sliced | [Garnish] pickled carrots and daikon radish đồ chua ,wilted scallion in oil mở hành ,crushed peanuts ,4-6 egg rolls (chả giò) | [Dipping Sauce] fish sauce-based dipping sauce (nước chấm)","[Instructions] 1) Combine all seasoning ingredients in a bowl and mix. It will bubble from the baking powder. | 2) After everything is dissolved, add the pork and mix well. | 3) Cover with plastic wrap and refrigerate over night, or freeze for about 1 hour or until slightly firm. The purpose is to thicken it up. | 4) If you chose to freeze your meat, start washing your veggies, prepare the garnishes, and cook the dried rice noodles according to package instructions. If you fridged it overnight instead, begin this prep 1 hour before you pull the meat from the fridge. | 5) Although the butcher ground the pork four times already, blend your chilled meat mixture one final time in a food processor after marinating so it becomes stickier and easier to form shapes with. | 6) Form into desired shapes–usually balls about 1.25"" in diameter or larger logs for speed, or to add to rolls. | 7) Steam for about 10 minutes so the shape holds before the final cooking stage. It should not be cooked all the way through at this stage. The final temp would be 145° F, so pull it well before this after it seems like it's holding its shape. Use a thermometer to check. | 8) Deep fry or grill to brown the meat r and finish cooking.",https://www.hungryhuy.com/wp-content/uploads/3-bun-nem-nuong-300x198-1.jpg,Main Course,Vietnamese,Vietnamese noodles,623.2 kcal,5.0,14.0,38.0
"Bún Thang - Vietnamese Soup with Chicken, Pork, and Egg","A comforting chicken broth based Vietnamese soup from the North. Topped with shredded chicken, eggs, pork sausage and aromatic Vietnamese coriander.",https://www.hungryhuy.com/bun-thang-vietnamese-hanoi-soup/,15m,45m,60m,5 bowls,"[Ingredients] 1 package dried rice noodles (16oz) vermicelli, thin or medium thickness. The same type used in bún bò Huế . | [Broth] 2 lb chicken any cuts, or whole chicken ,1 medium yellow onion halved ,2 tablespoons dried shrimp ,1/4 teaspoon monosodium glutamate ,1 tablespoon fish sauce optional ,water enough to cover the chicken (8-12 cups) ,Salt to taste | [Toppings] shredded chicken from the chicken used for broth ,4 large scrambled eggs fried thin and julienned ,1/2 pound Vietnamese pork sausage chả lụa, julienned | [Herbs & Garnish] scallions roughly chopped ,cilantro roughly chopped ,Vietnamese coriander rau răm ,red onion thinly sliced ,fried shallots optional ,thai chiles optional ,shrimp paste mam tom, optional ,ca cuong beetle extract, optional","[Instructions] 1) Add chicken and all broth ingredients into a pot, except the salt. Bring to a boil, then reduce to a simmer for ~15-20 minutes or until chicken is cooked through. Season to taste with salt. Discard onion. | 2) Meanwhile, prepare the eggs. Beat eggs in a bowl and add 1-2 tablespoons water to thin it out a bit. Lightly oil a pan and add just enough egg to make a thin layer, flipping about midway. Make as many as it takes to use up all the eggs, then loosely roll the egg crepes individually to cut into strips / julienne. | 3) Remove chicken from broth when it’s fully cooked. Wait until cool, then shred. Cut the Vietnamese sausage to match the thickness of the chicken and eggs. | 4) Lightly fry or deep-fry thinly sliced shallots if you want to use this. | 5) Prepare rice noodles according to package instructions. | 6) Assemble your soup bowls. Add noodles, toppings, herbs, garnish, broth, a few drops of beetle extract per bowl, and serve.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/bun-thang-w-shrimp-paste-chile-1.jpg,"Main Course, Soup",Vietnamese,"Bun thang, eggs, pork, rice noodles, Vietnamese Soup",849 kcal,4.88,8.0,27.0
Cá Kho Tộ Recipe - Vietnamese Caramelized and Braised Fish,"This is a Vietnamese classic of caramelized, sweet and salty braised fish with a moutwatering sauce perfect with lots of white rice.",https://www.hungryhuy.com/ca-kho-to-recipe-vietnamese-braised-fish/,10m,30m,40m,2 servings,"[Ingredients] 1 lb catfish filets bone and skin optional ,salt to clean the fish | [Aromatics] 2 tbsp oil ,5 cloves garlic minced ,1/2 yellow onion sliced | [Seasoning & cooking liquid] 1 tsp salt ,1.5 tbsp fish sauce ,About 1/2 teaspoon thick soy sauce ,1/2 c water ,1/2 c coconut juice or replace water & coconut juice with 1 cup coconut soda ,1 chile sliced (to taste, optional) ,freshly ground black pepper or add as a final topping when serving | [Garnish] 1 green onions roughly chopped ,black pepper freshly ground ,1 red chile sliced, optional","[Instructions] 1) Generously salt fish and rinse under water to clean it. Set aside to dry. | 2) Add oil to a pan and saute garlic over medium heat until lightly browned. | 3) Layer onion on top, then the fish, evenly spaced. | 4) Add the seasoning & cooking liquid (& optional chiles) and turn the heat to high until boiling. Taste the sauce and adjust the seasoning. | 5) Bring it to a simmer for ~20 minutes. Adjust seasoning if needed. | 6) Gently flip the filets of fish over and simmer for a final ~10 minutes with the lid partially covered. | 7) Stand there to watch it the final ~10 minutes to prevent it from burning! During this time you can continually spoon the sauce over the fish. | 8) Add green onion during last 2 minutes to wilt & top with sliced chiles, and some freshly ground black pepper.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/ca-kho-featured.jpg,Main Course,Vietnamese,"braised, caramelized, fish sauce, traditional",397 kcal,5.0,38.0,96.0
