title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Maneuljjong Muchim (Spicy Garlic Scapes),A simple side dish made with seasonal garlic scapes! It's super easy and delicious!,https://www.koreanbapsang.com/maneuljjong-muchim-spicy-garlic-scapes/,10m,10m,20m,4 servings,"[Ingredients] 8 ounces garlic scapes (maneuljjong, 마늘쫑) ,1 tablespoon soy sauce ,1 tablespoon gochujang ,1 tablespoon gochugaru - adjust to taste ,1 tablespoon sugar - adjust to taste see note ,1 teaspoon sesame oil ,1 teaspoon sesame seeds ,1 teaspoon vinegar","[Instructions] 1) Rinse the scapes, and trim off the tough ends and the tips of the buds. Cut them into about 2-inch lengths. | 2) Bring a small pot of water to a boil. Add a teaspoon of salt, and drop the garlic scapes in. Leave them in for about 30 seconds. Try one to see if they are tender to your taste. | 3) Drain quickly and plunge them in cold water. Drain well in a strainer. | 4) In a bowl, mix the scapes well with the seasoning ingredients.",https://www.koreanbapsang.com/wp-content/uploads/2022/06/DSC6430-2-e1655224291640.jpg,Side Dish,Korean,"garlic scapes, gochujang, maneuljjong",,5.0,3.0,3
Ssamjang (Sauce for Korean Lettuce Wraps),Ssamjang is a Korean sauce for lettuce wraps. Learn how to make a basic ssam sauce and a variation made with canned tuna.,https://www.koreanbapsang.com/ssamjang-sauce-for-korean-lettuce-wraps/,10m,10m,20m,4 servings,"[For basic ssamjang (no-cook)] 2 tablespoons doenjang 된장 (Korean fermented soy bean paste) ,1 tablespoon gochujang 고추장 (Korean red chili pepper paste) ,1 teaspoon minced garlic ,1/2 tablespoon sugar (or honey or oligodang) or to taste ,2 teaspoons sesame oil ,1 teaspoon sesame seeds ,1 tablespoon water or rice wine to thin the sauce or use more for a desired thickness | [Optional ingredients for no-cook ssamjang (use any or all of the listed ingredients)] 1 tablespoon finely chopped onion ,1 tablespoon finely chopped scallion ,1/2 tablespoon finely chopped green chili pepper ,1/2 tablespoon finely chopped red chili pepper ,2 tablespoons chopped nuts (almonds, walnuts, peanuts, etc.) | [For Tuna Ssamjang] 1 can tuna (about 5 ounces) See note for other options ,2 tablespoons finely chopped onion ,2 tablespoons finely chopped scallion ,2 teaspoons minced garlic ,2 tablespoons doenjang 된장 (Korean fermented soy bean paste) ,1 tablespoon gochujang 고추장 (Korean red chili pepper paste) ,1 tablespoon sugar (or honey or oligodang) ,1 tablespoon sesame oil ,2 teaspoons sesame seeds ,1 tablespoon cooking oil","[For basic ssamjang] 1) Combine all the ingredients and mix well until everything is well incorporated. | 2) If using optional ingredients, prepare the ingredients, combine and mix everything well. | [For tuna ssamjang] 1) Preheat a small pan with a tablespoon of oil. Add the onion, scallion and garlic and stir fry until the onion is cooked. | 2) Add the tuna, doenjang, gochujang and the remaining ingredients. Stir well for a few minutes until everything is well incorporated. You can stir in some water or rice wine (or mirin) if the sauce seems dry (2 to 3 tablespoons).",https://www.koreanbapsang.com/wp-content/uploads/2020/07/DSC1848-e1634786209205.jpg,"sauce, Side Dish",Korean,"Korean dipping sauce, Ssam, Ssamjang",,4.6,30.0,30
Wanja jeon (Pan-fried egg battered meat balls),"These Korean mini meat patties are egg-battered and pan-fried. They are Nicely soft, moist, and delicious!",https://www.koreanbapsang.com/wanjajeon-egg-battered-meatballs/,20m,20m,40m,6 servings,"[Ingredients] 1 pound ground beef or combination of beef and pork (half and half) ,4 to 6 ounces tofu squeezed and crushed ,1/2 medium onion ,1/2 medium carrot ,2 scallions ,1 tablespoon sesame oil ,2 teaspoons minced garlic ,salt about 1/2 teaspoon and pepper to taste ,3 eggs beaten well ,1/2 cup flour ,oil for pan-frying","[Instructions] 1) Finely chop the vegetables. | 2) Place the tofu in a cheese cloth or kitchen towel and squeeze out as much water as possible. Break up any large chunks of tofu into crumbles. | 3) Combine all the prepared ingredients, and mix very well by hand until everything is evenly blended, crushing any remaining big pieces of tofu. You can cook a little bit in the microwave (or in a pan) to see if it needs more salt. | 4) Shape the mixture into 1-inch balls, and then gently press between your palms to flatten. | 5) Dredge the patties in flour one at a time, coating well. Shake off excess flour. | 6) Heat a non-stick pan over medium low heat. Coat the pan evenly with 1/2 tablespoon of oil. Dip each piece in the beaten egg, and carefully place in the heated skillet. Cook for about 2 minutes on each side, adding more oil, until the meat is cooked through. The meat is ready if it feels firm. Clean the pan, and repeat with the remaining pieces.",https://www.koreanbapsang.com/wp-content/uploads/2014/09/DSC6845-e1660423446717.jpg,Side Dish,Korean,"Korean jeon, meat balls, meat patties",,4.78,22.0,22
Watercress namul,a simple side dish made with watercress,https://www.koreanbapsang.com/watercress-namul/,10m,5m,15m,2 servings,"[Ingredients] 1 bunch watercress (about 6 - 8 ounces) ,1 scallion, finely chopped ,1/2 teaspoon minced garlic ,1 teaspoon sesame oil ,1/2 teaspoon sesame seeds (preferably crushed) Rub them hard between your thumb and index fingers to crush them. ,salt to taste start with about 1/4 teaspoon","[Instructions] 1) Snip off any thick, tough stem ends with a knife. Wash the watercress thoroughly in cold water by swishing around, and drain. | 2) Boil about 10 cups of water with 2 teaspoons of salt. Blanch the watercress until wilted, 30 - 40 seconds. | 3) Quickly remove it from the pot, and shock in cold water to stop the cooking. | 4) Drain, and gently squeeze out excess water. Run the knife through a couple of times to cut them into 2 to 3-inch lengths. | 5) Add the remaing ingredients and mix everything well, by hand. Let it sit for at least 10 minutes for the seasonings to seep into the watercress.",https://www.koreanbapsang.com/wp-content/uploads/2011/11/DSC6236-e1653074460109.jpg,Side Dish,Korean,"banchan, kongnamul, watercress",,5.0,4.0,4
Yangpa kimchi (onion kimchi),A simple kimchi made with sweet onions,https://www.koreanbapsang.com/yangpa-kimchi-onion-kimchi/,20m,5m,25m,16 servings,"[Ingredients] 3 pounds onions (small, sweet variety such as Viidalia) ,3 tablespoons coarse sea salt (use 2T if using fine tablesalt) See note ,2 scallions (and/or 2 ounces of garlic chives) - optional | [Seasonings] 1/3 cup gochugaru, 고추가루 ,2 tablespoons fish sauce ,2 tablespoons saeujeot (Korean salted and fermented shrimp) or 2T more fish sauce ,1 tablespoon sweet rice flour (chapssal garu, 찹쌀가루) or regular rice flour or all purpose flour ,1 tablespoon sugar - optional but use 1-2 T if not using sweet onions","[Instructions] 1) To avoid tearing, put the onions in icy cold water for about 30 minutes before peeling. Cut onion in half from the tip to the bulb end, and remove the outer skin. Place the onion half, cut side down, on a cutting board, and cut it lengthwise at a slight angle into 2 or 3 even wedges. | 2) Dissolve the salt in 2 cups of water and pour over the onions. Let sit for about an hour, flipping them over half way through. | 3) Whisk together the glutinous powder and 1/2 cup of water. Simmer over low heat, stirring occasionally, until it thickens to a thin paste. Let it cool. Then, mix all the seasoning ingredients in a large bowl. | 4) Drain the onions from salt water. Rinse the onion in fresh water once, and drain well. | 5) Add the onions, and toss everything well until the onion slices are evenly coated with the seasonings. | 6) Throw in the optional scallion and/or garlic chives. Store the kimchi in an airtight container. Keep it at room temperature for a day, and then refrigerate. Onion kimchi can be eaten right away, but the flavor develops as it ferments over a week or two in the fridge.",https://www.koreanbapsang.com/wp-content/uploads/2022/06/DSC0306-e1654360607107.jpg,Side Dish,Korean,"easy kimchi, kimchi, onion, spicy, yangpa",,4.75,8.0,8
Traditional kimchi (Pogi Kimchi),"This Korean kimchi recipe shows you everything you need to know about how to make traditional cabbage kimchi. With this small batch recipe, you’ll find it not that difficult to make good authentic kimchi at home.",https://www.koreanbapsang.com/baechu-kimchi-napa-cabbage-kimchi/,120m,360m,480m,24 to 36,"[Ingredients] 1 large Napa cabbage, baechu (배추), about 5 to 6 pounds, or 2 small (about 3 pounds each) ,1 cup Korean coarse sea salt, gulgeun soguem (굵은소금) ,5 cups water ,1 pound Korean radish, mu (무) ,1/4 large Korean pear (배) optional ,3 - 4 scallions ,1 piece dasima, 다시마 (dried kelp), about 2 to 3 inch square) - optional | [Seasonings] 1 tablespoon glutinous rice flour, chapssal garu (찹쌀가루) ,1/2 cup gochugaru, 고추가루 - adjust to taste ,1/4 cup saeujeot, 새우젓 (salted and fermented shrimp), roughly chopped ,3 tablespoons myulchiaekjeot, 멸치액젓 (fish sauce) ,3 - 4 raw shrimps, about 2 ounces, finely minced or ground - optional ,3 tablespoons minced garlic ,1 teaspoon grated ginger ,1/2 cup water or dasima broth | [Kitchen tools] 2 large bowls or pots 7 - 8 quarts ,a large colander ,kitchen gloves ,3/4 - 1 gallon airtight container or jar","[Instructions] 1) Cut the thick white part of the cabbage in half lengthwise. Then, slowly pull it apart to separate into two pieces. Do the same for each half to make quarters. Running the knife through all the way would unnecessarily cut off the cabbage leaves. | 2) In a large bowl, dissolve 1/2 cup of salt in 5 cups of water. Thoroughly bathe each cabbage quarter in the salt water one at a time, shake off excess water back into the bowl, and then transfer to another bowl. | 3) Using the other half cup of salt and starting from the outermost leaf, generously sprinkle salt over the thick white part of each leaf (similar to salting a piece of meat). Try to salt all the cabbage quarters with 1/2 cup salt, but you can use a little more if needed. Repeat with the rest of the cabbage quarters. Pour the remaining salt water from the first bowl over the cabbage. Set aside for about 6 - 8 hours, rotating the bottom ones to the top every 2 - 3 hours. | 4) The cabbages should be ready to be washed when the white parts of the leaves are bendable. It's okay to have a bit of resistance. Rinse thoroughly 3 times, especially between the white parts. Drain well, cut side down. | 5) Meanwhile, make the optional dasima broth by boiling a small piece (2 to 3 inch square) in 1.5 cups of water for 5 minutes, and cool. Mix the rice flour with 1/2 cup water (or optional dasima broth) and simmer over low heat, stirring occasionally, until it thickens to a thin paste, and cool. Yields about 3 - 4 tablespoons. | 6) Prepare the garlic, ginger and saeujeot. Combine all the seasoning ingredients, including the rice paste and about 1/2 cup water (or the optional dashima broth), and mix well. Set aside until the gochugaru dissolves slightly and becomes pasty. | 7) Cut the radish and optional pear into matchsticks (use a mandoline if desired), transferring to a large bowl. Cut the scallions diagonally into about 1-inch long pieces. Add the prepared seasoning mix to the radish, and mix well by hand. Throw in the scallions, and mix everything lightly. Taste a little bit. It should be a little too salty to eat as is. You can add salt, more salted shrimp or fish sauce, as needed. Let it sit for about 30 minutes to allow the flavors to meld nicely. | 8) Cut off the tough stem part from each cabbage quarter, leaving enough to hold the leaves together. Place one cabbage quarter in the bowl with the radish mix. Spread the radish mix over each leaf, one to two tablespoons for large leaves. (Eyeball the stuffing into 4 parts and use one part for each cabbage quarter.) | 9) Fold the leaf part of the cabbage over toward the stem and nicely wrap it with the outermost leaf. Place it, cut side up, in a jar or airtight container. Repeat with the remaining cabbages. If you have loose large leaves, you can use them to cover the top of the kimchi (see note 1). Once all the cabbages are in the jar or airtight container, press down hard to remove air pockets. To collect any remaining seasoning, rinse the bowl with 1/2 cup of water (or the remaining optional dasima broth), and add it to the kimchi container. Close the lid. | 10) Leave it out at room temperature for a full day or two. It can be longer, depending on the weather and how fast you want your kimchi to ripen. Then, store in the fridge. (see note 2)",https://www.koreanbapsang.com/wp-content/uploads/2019/11/DSC_0831-e1645400234347.jpg,Side Dish,Korean,"fermented, kimchi, Kimchi recipe, pogi kimchi, side dish",,4.64,319.0,319
Doraji namul (Sautéed Bellflower Roots),Lightly seasoned and sautéed doraji (bellflower roots)!,https://www.koreanbapsang.com/doraji-namul-sauteed-bellflower-roots/,,,,4 servings,"[Ingredients] 2 ounces dried doraji or about 1 cup soaked ,1 tablespoon coarse salt ,1 teaspoon soup soy sauce ,1/4 teaspoon salt ,1 teaspoon minced garlic ,1/2 tablespoon vegetable or canola oil ,1 tablespoon finely chopped scallion ,1/2 tablespoon sesame oil ,1/2 teaspoon sesame seeds","[Instructions] 1) Soak the dried doraji in warm water until softened, about an hour depending on the doraji. | 2) Split each piece into shorter, thin strips with your fingers or a small knife. | 3) Add the coarse salt and massage well, in a kneading motion, for a few minutes to remove the bitterness. Rinse a couple of times, and drain. | 4) Bring a small pot of water to a boil. Blanch the doraji for a minute, and drain.You can cook a little longer for softer doraji. | 5) Mix well with the soup soy sauce, salt, garlic, and vegetable or canola oil. Set aside for a few minutes. | 6) In a heated pan, saute the doraji for 3 to 4 minutes over medium high heat until the doraji turns slightly opaque. You can add 2 to 3 tablespoons of water if it gets too dry. Stir in the chopped scallion, sesame oil, and sesame seeds before turning off the heat.",https://www.koreanbapsang.com/wp-content/uploads/2017/10/DSC_1925-1-e1644791605612.jpg,Side Dish,Korean,,,5.0,2.0,2
Gosari Namul (Fiddlehead Ferns Side Dish),A Korean side dish made with dry fiddlehead ferns (gosari)!,https://www.koreanbapsang.com/gosari-namul-fiddlehead-ferns-side-dish/,,,,4 servings,"[Ingredients] 1 ounce dried gosari (고사리), fiddlehead ferns (about 1-1/2 cups, rehydrated) ,1 tablespoon soup soy sauce (gukganjang ( 국간장 )) or regular soy sauce - more to taste ,1/4 teaspoon sugar ,1 teaspoon minced garlic ,black pepper to taste ,1 tablespoon cooking oil ,1/4 cup water or dashima or beef broth ,1 scallion roughly chopped ,1/2 tablespoon sesame oil ,1/2 teaspoon sesame seeds","[Instructions] 1) Add the gosari and 4 to 5 cups of water to a medium pot. Boil over medium heat, covered, until tender, 30 to 40 minutes. The time can vary depending on the gosari. Turn the heat off and let it cool in the cooking water. When ready to use, rinse in cold water and drain. | 2) Cut into 3 to 4-inch lengths, removing tough ends of the stems, if any. | 3) In a pan, mix the gosari with the soy sauce, sugar and garlic. Let stand for 10 minutes. | 4) Turn the heat to medium, and sauté the gosari with 1 tablespoon of cooking oil for about 4 to 5 minutes. Pour in 1/4 cup of water (or dashima or beef broth). Cook for a few more minutes, stirring occasionally, until the liquid is almost gone. Add the scallion, sesame oil, and sesame seeds. Stir well before turning the heat off.",https://www.koreanbapsang.com/wp-content/uploads/2018/02/DSC_1966-150x150.jpg,Side Dish,Korean,,,4.73,11.0,11
Gyeranjjim (Korean Steamed Eggs),Gyeranjjim is a Korean savory egg custard dish. It's a popular side dish that goes very well with any Korean meal. Try it with this easy recipe!,https://www.koreanbapsang.com/gyeranjjim-korean-steamed-eggs/,10m,10m,20m,2 servings,"[Ingredients] 4 - 5 large eggs ,1 cup anchovy broth (or water or dashima broth) adjust to taste ,1.5 teaspoons salted shrimp (saeujeot) or 3/4 teaspoon salt (or fish sauce) ,2 tablespoons chopped scallion ,1 teaspoon sesame oil, divided - optional ,1/2 teaspoon sesame seeds - optional","[Instructions] 1) Beat the eggs with a spoon. | 2) Run the mixture through a sieve to break it down into a smooth liquid consistency. (If you skip this process, make sure to beat the eggs until very smooth.) Mix the beaten eggs well with the anchovy broth or water and salted shrimp (saeujeot), salt, or fish sauce. | 3) Lightly oil your pot or bowl with 1/2 teaspoon sesame oil or cooking oil. If using an earthenware, start heating it while preparing the egg mixture. | [Earthenware/ceramic pot (stove-top proof)] 1) Add the egg mixture to the pot. Cover, and simmer. When the eggs start to set at the bottom, stir, and reduce the heat to medium low or low (if your stove is high strength). Cover, and continue to simmer for about 5 to 7 minutes, stirring a couple of times, gently stirring the eggs in a circling motion with a spoon. | 2) Check the eggs, and cook longer if needed. You can add the scallion with a couple of minutes left or after the egg is done. Drizzle the optional sesame oil (about 1/2 teaspoon) and/or sesame seeds. | [Stock pot] 1) Bring water to a boil in a medium-sized pot. The water should come halfway up the sides of the ramekin/bowl. (Adding a folded paper towel at the bottom will prevent the ramekin/bowl from rattling while the water is boiling.) | 2) Carefully place the ramekin/bowl in the pot. Cover the pot and steam for 8 minutes over medium low heat. Make sure the water boils gently. | 3) Gently stir the eggs with a spoon. Add the scallions, cover, and steam for an additional 4 minutes or until the mixture is set. | [Microwave] 1) Place the bowl with the egg mixture in the microwave. Don't need to cover it. Cook for 2 minutes, and stir. Cook for another 2 minutes, and stir. Check to see if the egg is still runny in the middle, and cook for another minute or until the egg is set in the middle.",https://www.koreanbapsang.com/wp-content/uploads/2019/03/DSC1790_02-e1649728185207.jpg,"Appetizer, Side Dish",Korean,"custard, eggs, gyeran, jjim, savory, steamed",,4.7,152.0,152
Kongjang (Soy Braised Soybeans),Kongjang is a classic side dish that's made by braising soybeans in a sweet and savory liquid. It's a popular banchan that's easy to make with a few ingredients.,https://www.koreanbapsang.com/kongjang-soy-braised-soybeans/,5m,30m,35m,8 servings,"[Ingredients] 1 cup dried black soybeans (seoritae, 서리태) or yellow soybeans ,4 tablespoons soy sauce ,2 tablespoons cooking rice wine (mirim/mirin) ,2 tablespoons sugar ,2 tablespoons oligodang (올리고당) or rice syrup (조청) or corn syrup ,1/2 teaspoon roasted sesame seeds - optional","[Instructions] 1) Rinse the dried soybeans a couple of times. Drain. Soak the beans in 2 cups of water for 2 - 3 hours or until the beans are softened. (The time required may vary depending on the beans.) | 2) Pour the beans and soaking water in to a medium size pot. Bring it to a boil. Continue to cook, uncovered, over medium high heat for about 10 minutes. Stir a couple of times so the beans don't stick to the bottom of the pot. | 3) Add the soy sauce, rice wine, and sugar. Reduce the heat to medium. Boil, uncovered, until the sauce is mostly evaporated and reduced to a couple of tablespoons, about 20 minutes, stirring occasionally. (Keep your eyes on the pot during the last few minutes to avoid burning the beans.) | 4) Add the syrup, stirring well to coat for a minute or two before turning the heat off. Sprinkle with the optional sesame seeds. The beans will be soft at first, but they will get a bit chewier in the fridge.",https://www.koreanbapsang.com/wp-content/uploads/2013/03/DSC_3829-e1557802243892.jpg,Side Dish,Korean,"banchan, kongjaban, kongjang, side dish, soy sauce, soybeans",,4.75,35.0,35
Maneuljjong Bokkeum (Stir-fried Garlic Scapes),A quick and easy Korean banchan (side dish) made with spring garlic scapes!,https://www.koreanbapsang.com/maneuljjong-hodu-bokkeum-stir-fried/,5m,12m,17m,4 servings,"[Ingredients] 10 ounces garlic scapes maneuljjong ,1/2 cup shelled walnuts broken into quarters -- optional ,1 tablespoon cooking oil | [For the sauce] 2 tablespoons soy sauce ,1 tablespoon rice wine ,1 tablespoon water ,1 teaspoon sugar ,1 tablespoon oligodang or corn syrup or more sugar ,1 teaspoon sesame oil ,1/2 teaspoon sesame seeds","[Instructions] 1) Rinse and cut the garlic scapes into 2-inch lengths. Mix the first four sauce ingredients well together, and set aside. | 2) In a heated pan over medium low heat, roast the optional walnuts for 2 to 3 minutes. Remove from the pan. | 3) Add a tablespoon of oil to the pan, and increase the heat to medium high. Sauté the scapes for 2 to 3 minutes, stirring constantly. | 4) Reduce the heat to medium low. Return the walnuts to the pan, and pour the sauce into the pan. Cook until the garlic scapes are tender and the sauce is almost gone, about 2 - 3 minutes. | 5) Add the oligodang (or corn syrup), and stir well. Finish with the sesame oil and sesame seeds.",https://www.koreanbapsang.com/wp-content/uploads/2013/05/DSC_3895-e1558230430963.jpg,Side Dish,Korean,"garlic scapes, soy sauce, stir-fry",,4.73,11.0,11
Musaengchae (Korean Spicy Radish Salad),Korean Spicy radish side dish (banchan) - great in bibimbap and as a kimchi substitute!,https://www.koreanbapsang.com/mu-saengchae-spicy-korean-radish-salad/,15m,5m,20m,4 servings,"[Ingredients] 1 pound mu (Korean radish) ,1 teaspoon salt ,1 or 2 scallions finely chopped ,2 tablespoons gochugaru (Korean red chili pepper flakes) adjust to taste ,2 teaspoons minced garlic ,1/2 teaspoon grated ginger ,1 tablespoon fish sauce (myulchi aekjeot) or saeujeot (salted shrimp) ,1 teaspoon sugar adjust to taste - see note ,1 teaspoon sesame seeds optional","[Instructions] 1) Clean the radish by scrubbing with a brush and/or scratching off the stubborn impurities with a small knife. Peel the skin only if necessary. Cut into matchsticks (about 1/8 to 1/4-inch thick). | 2) Sprinkle the salt over the radish and toss well to coat evenly. Let sit for about 20 minutes until the radish has softened and released some liquid. Drain excess liquid. Do not rinse. | 3) Add all the remaining ingredients, except the scallion and sesame seeds. Mix well by hand. Taste and add more salt or fish sauce, if necessary. | 4) Throw in the scallion and sesame seeds and toss everything well.",https://www.koreanbapsang.com/wp-content/uploads/2019/11/DSC6871-2-e1645468618925.jpg,"Salad, Side Dish",Korean,"Korean Radish Salad, Musaengchae, Radish Salad Recipe",,4.63,67.0,67
Myeolchi bokkeum (Stir-fried Dried Anchovies),"Myeolchi bokkeum, stir-fried dried anchovies, is a popular side dish (banchan) in Korea. The stir-fried anchovies are sweet, savory, sticky and crunchy! This easy recipe also shows how to make it a bit spicy.",https://www.koreanbapsang.com/myulchi-bokkeum-stir-fried-anchovies/,5m,10m,15m,8 servings,"[Ingredients] 3 ounces (1 cup packed) small size myeolchi 멸치, (dried anchovies) ,1 tablespoon cooking oil ,2 green chili peppers cut into small pieces (optional) | [Sweet and Savory] 1/2 tablespoon soy sauce ,2 tablespoons rice wine or mirin ,2 teaspoons sugar (or less to taste) ,1 tablespoon Oligo syrup or corn syrup (or honey) Honey is sweeter so use less ,3 plump garlic cloves (or more) ,1 teaspoon sesame oil ,1 teaspoon sesame seeds | [Sweet and Spicy] 1/2 tablespoon gochujang Korean red chili pepper paste ,1 teaspoon gochugaru (optional) Korean red chili pepper flakes ,2 tablespoons rice wine or mirin ,2 teaspoons sugar (or less to taste) ,1 tablespoon Oligo syrup or corn syrup (or honey) Use less if using honey ,3 Plump garlic cloves thinly sliced ,1 teaspoon sesame oil ,1 teaspoon sesame seeds","[Instructions] 1) Heat a pan with the oil over medium heat. Add the anchovies and stir fry for 2 - 3 minutes. Turn off the heat. Transfer to a plate. | 2) Add the seasoning ingredients, except sesame oil and seeds, to the pan. If using the spicy version, stir the sauce well to dissolve the gochujang. Turn the heat back on. Boil the sauce over medium heat until it bubbles up and slightly thickens. | 3) Add the anchovies and the optional chili peppers to the pan. Stir well until the anchovies are coated well with the sauce. Stir in the sesame oil and sesame seeds at the end.",https://www.koreanbapsang.com/wp-content/uploads/2011/09/DSC_3493-e1553483536902.jpg,Side Dish,Korean,"banchan, dried anchovies, Korean anchovies, Korean stir-fried anchovies, myeolchi bokkeum",,4.62,44.0,44
Oiji Muchim (Spicy Seasoned Cucumber Pickles),"A simple side dish made with Korean cucumber pickles, oiji!",https://www.koreanbapsang.com/oiji-muchim-spicy-seasoned-cucumber-pickles/,15m,5m,20m,8 servings,"[Ingredients] 3 oiji (Korean pickled cucumber- 6 if using short kirby pickled cucumbers ,1-1/2 tablespoons gochugaru 고추가루, Korean red chili pepper flakes ,1/2 teaspoon minced garlic ,1 or 2 teaspoons sugar ,1 tablespoon oligodang (올리고당) or maesilcheong (매실청, Korean plum syrup) or 1/2 tablespoon honey ,1 small fresh chili pepper red or green, finely chopped - optional ,1 tablespoon sesame oil ,1 tablespoon chopped scallion ,1 teaspoon roasted sesame seeds","[Instructions] 1) Thinly slice the cucumber pickles. | 2) Soak the pickle slices in water until oiji reaches the desired salt level, about 10 minutes depending on your pickles. | 3) Drain and tightly squeeze the pickles between your palms to remove as much liquid as possible. You may have to squeeze them several times. | 4) Add the remaining ingredients, except the scallion and sesame seeds, and mix everything very well until the pickles are evenly coated with gochugaru. Finish with tossing in the scallion and sesame seeds.",https://www.koreanbapsang.com/wp-content/uploads/2019/08/DSC_0075-2-e1565673303566.jpg,Side Dish,"Asian, Korean",,,5.0,6.0,6
Pa Kimchi (Green Onion Kimchi),An easy kimchi made with thin green onions (also called scallions)!,https://www.koreanbapsang.com/pa-kimchi-green-onion-kimchi/,,,,24 servings,"[Ingredients] 1 pound thin scallions silpa or jjokpa ,4 tablespoons gochugaru, (고추가루, red chilli pepper flakes) ,4 tablespoons myulchi aekjeot (멸치액젓, fish sauce) ,2 teaspoons sugar ,1 tablespoon minced garlic ,1 teaspoon grated ginger ,1 small dried or half-dried squid body (about 3 ounce), mareun ojingeo - optional","[Instructions] 1) Clean the green onions by removing the root part and any tough/brown outer skins. Wash them thoroughly a couple of times. Shake off excess water, and drain well. | 2) Mix all the seasoning ingredients in a bowl. | 3) Cut the dried squid into about 2-inch long thin strips. Soak in water until slightly softened if very dry and hard, but this is generally not necessary. | 4) In a large bowl, gently rub the seasoning mixture all over the green onions and the optional squid to evenly coat them. | 5) Hold a couple of green onions together, and fold them before arranging in an airtight container to store. Another option is to tie them together by wrapping the other end of the green onion around the white part, making a circle in the middle, and then running the leafy part through the circle. | 6) Keep it at room temperature for a day, and then refrigerate. Pa kimchi can be eaten right away, but the flavor develops as it ferments over 2 to 3 weeks in the fridge. Run a knife (or a pair of kitchen scissors) through the folded or tied green onions a couple of times to serve.",https://www.koreanbapsang.com/wp-content/uploads/2018/03/DSC_2620-e1520223846701.jpg,Side Dish,Korean,,,4.75,55.0,55
Sigeumchi Namul (Korean Spinach Side Dish),Sigeumchi namul is a simple Korean side dish (banchan) made with spinach. Simply blanch the spinach and season it. This recipe shows different ways to season the spinach.,https://www.koreanbapsang.com/sigeumchi-namul-korean-spinach-side/,10m,5m,15m,2 servings,"[Mild] 1 bunch spinach about 10 ounces ,1 scallion chopped ,2 teaspoons guk ganjang, 국간장 (soup soy sauce) or use salt to taste ,1 teaspoon minced garlic ,1/2 teaspoon sugar ,1 teaspoon sesame oil ,1 teaspoon sesame seeds ,salt and pepper to taste | [Spicy] 1 bunch spinach about 10 ounces ,1 scallion chopped ,2 to 3 teaspoons gochujang 고추장 (Korean red chili pepper paste) ,2 teaspoons soy sauce ,1 teaspoon minced garlic ,1/2 teaspoon sugar ,1 teaspoon sesame oil ,1 teaspoon sesame seeds","[Instructions] 1) Trim off the roots from the spinach. Wash thoroughly until there is no sand in the water. Blanch the spinach in salted boiling water until wilted, 20 to 30 seconds. | 2) Quickly remove the spinach from the pot and shock in icy cold water to stop the cooking. | 3) Drain and gently squeeze out excess water. Cut into 3-inch lengths. | 4) Add the remaining ingredients and mix everything well by hand, loosening/separating the spinach pieces that have been clumped up together. It will take about 10 minutes for the flavor of the seasonings to seep into the spinach.",https://www.koreanbapsang.com/wp-content/uploads/2011/02/DSC_1945-1-e1518809724815.jpg,Side Dish,"Asian, Korean","banchan, gochujang, sigeumchi, spinach",,4.7,72.0,72
Yangbaechu Kimchi (Green Cabbage Kimchi),"Need some quick kimchi? Or can’t find napa cabbage where you are? Try this kimchi recipe made with a head of your normal green cabbage. It’s light, crunchy, and refreshing!",https://www.koreanbapsang.com/yangbaechu-kimchi-green-cabbage-kimchi/,15m,5m,15m,24 servings,"[Ingredients] 1 head green cabbage, 양배추 (about 2.5 pounds) ,4 tablespoons coarse sea salt less if using table salt, about 3 tablespoons) ,3 scallions roughly chopped ,1/4 cup Korean red chili pepper flakes, gochugaru (고추가루) (add 1 more tablespoon for spicier kimchi) ,3 tablespoons salted shrimp, saeujeot (새우젓) finely chopped, (or fish sauce) ,1 tablespoon sugar ,1 tablespoon minced garlic ,1/2 teaspoon grated ginger","[Instructions] 1) Remove tough outer leaves of the cabbage if any. Cut the cabbage head into quarters and remove the core from each quarter. Cut each quarter into bite-sized pieces (about 2-inch squares). Rinse the cabbage and drain. | 2) Place the cabbage in a large bowl. Dissolve the salt in 2 cups of water, and toss well to coat evenly. Leave it for an hour or 2 until the cabbages have softened, flipping over once or twice halfway through or every 30 minutes. Rinse the salted cabbage once, and drain to remove excess water. | 3) Mix the chili pepper flakes (gochugaru), saeujeot, sugar, garlic, and ginger with 1/2 cup of water. | 4) Add the chopped scallions, the gochugaru mix, and 1 cup of water to the salted cabbage. | 5) Using a kitchen glove, mix everything well by hand until the cabbage pieces are well coated with the gochugaru mix. | 6) Place in an airtight container or a jar, pressing down hard to remove air pockets. Leave it out in room temperature for half a day or overnight. Then, refrigerate.",https://www.koreanbapsang.com/wp-content/uploads/2011/07/yangbaechu-kimchi-recipe-2.jpg,Side Dish,Korean,,,4.63,123.0,123
